,CIK,CONAME,FYRMO,FDATE,FORM,SECFNAME,mda_positive_score,mda_negative_score,mda_polarity_score,mda_average_sentence_length,mda_percentage_of_complex_words,mda_fog_index,mda_complex_word_count,mda_word_count,mda_uncertainty_score,mda_constraining_score,mda_positive_word_proportion,mda_negative_word_proportion,mda_uncertainty_word_proportion,mda_constraining_word_proportion,qqdmr_positive_score,qqdmr_negative_score,qqdmr_polarity_score,qqdmr_average_sentence_length,qqdmr_percentage_of_complex_words,qqdmr_fog_index,qqdmr_complex_word_count,qqdmr_word_count,qqdmr_uncertainty_score,qqdmr_constraining_score,qqdmr_positive_word_proportion,qqdmr_negative_word_proportion,qqdmr_uncertainty_word_proportion,qqdmr_constraining_word_proportion,rf_positive_score,rf_negative_score,rf_polarity_score,rf_average_sentence_length,rf_percentage_of_complex_words,rf_fog_index,rf_complex_word_count,rf_word_count,rf_uncertainty_score,rf_constraining_score,rf_positive_word_proportion,rf_negative_word_proportion,rf_uncertainty_word_proportion,rf_constraining_word_proportion,constraining_words_whole_report
131,6260,ANACOMP INC,199808,1998-08-14,10-Q,https://www.sec.gov/Archives/edgar/data/6260/0000914121-98-000672.txt,20,33,-0.24528301423994314,34.03947368421053,0.562793427230047,13.840906844576232,959,1704,20,13,0.011737089201877934,0.01936619718309859,0.011737089201877934,0.007629107981220657,0,0,0.0,1.0,0,0.4,0,0,0,0,,,0.0,0.0,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,40
132,6260,ANACOMP INC,199812,1998-12-29,10-K405,https://www.sec.gov/Archives/edgar/data/6260/0001047469-98-045227.txt,17,47,-0.4687499926757814,45.46590909090909,0.5412421952021031,18.40286051444448,1647,3043,46,20,0.00558659217877095,0.015445284258954979,0.01511666118961551,0.006572461386789352,0,0,0.0,1.0,0,0.4,0,0,0,0,,,0.0,0.0,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,137
133,6260,ANACOMP INC,199902,1999-02-11,10-Q,https://www.sec.gov/Archives/edgar/data/6260/0000006260-99-000005.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,26
134,6260,ANACOMP INC,199905,1999-05-17,10-Q,https://www.sec.gov/Archives/edgar/data/6260/0000006260-99-000007.txt,0,0,0.0,16.0,0.5625,6.625,9,16,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0.4,0,0,0,0,,,0.0,0.0,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,74
135,6260,ANACOMP INC,199908,1999-08-13,10-Q,https://www.sec.gov/Archives/edgar/data/6260/0000006260-99-000010.txt,0,0,0.0,16.0,0.5625,6.625,9,16,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0.4,0,0,0,0,,,0.0,0.0,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,29
136,11860,BETHLEHEM STEEL CORP /DE/,199811,1998-11-12,10-Q,https://www.sec.gov/Archives/edgar/data/11860/0000011860-98-000022.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,36
137,11860,BETHLEHEM STEEL CORP /DE/,199903,1999-03-24,10-K405,https://www.sec.gov/Archives/edgar/data/11860/0001021408-99-000543.txt,0,0,0.0,41.0,0.5,16.6,16,32,0,1,0.0,0.0,0.0,0.03125,0,0,0.0,1.0,0,0.4,0,0,0,0,,,0.0,0.0,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,391
138,11860,BETHLEHEM STEEL CORP /DE/,199905,1999-05-14,10-Q,https://www.sec.gov/Archives/edgar/data/11860/0000011860-99-000025.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,8
139,11860,BETHLEHEM STEEL CORP /DE/,199906,1999-06-29,10-K/A,https://www.sec.gov/Archives/edgar/data/11860/0000011860-99-000030.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,14
140,11860,BETHLEHEM STEEL CORP /DE/,199908,1999-08-05,10-Q,https://www.sec.gov/Archives/edgar/data/11860/0000011860-99-000035.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,11
141,11860,BETHLEHEM STEEL CORP /DE/,199911,1999-11-02,10-Q,https://www.sec.gov/Archives/edgar/data/11860/0000011860-99-000042.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,86
142,11860,BETHLEHEM STEEL CORP /DE/,200003,2000-03-09,10-K,https://www.sec.gov/Archives/edgar/data/11860/0000011860-00-000019.txt,0,0,0.0,38.0,0.5172413793103449,15.406896551724138,15,29,0,1,0.0,0.0,0.0,0.034482758620689655,0,0,0.0,1.0,0,0.4,0,0,0,0,,,0.0,0.0,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,1242
143,11860,BETHLEHEM STEEL CORP /DE/,200005,2000-05-03,10-Q,https://www.sec.gov/Archives/edgar/data/11860/0000011860-00-000022.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,9
144,11860,BETHLEHEM STEEL CORP /DE/,200006,2000-06-28,10-K/A,https://www.sec.gov/Archives/edgar/data/11860/0000011860-00-000025.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,16
145,11860,BETHLEHEM STEEL CORP /DE/,200007,2000-07-26,10-Q,https://www.sec.gov/Archives/edgar/data/11860/0000011860-00-000028.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,9
146,11860,BETHLEHEM STEEL CORP /DE/,200010,2000-10-25,10-Q,https://www.sec.gov/Archives/edgar/data/11860/0000011860-00-000038.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,11
147,12239,SPHERIX INC,200704,2007-04-02,10-K,https://www.sec.gov/Archives/edgar/data/12239/0001104659-07-024804.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,141
148,12239,SPHERIX INC,200705,2007-05-16,NT 10-Q,https://www.sec.gov/Archives/edgar/data/12239/0001104659-07-040463.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,3
149,12239,SPHERIX INC,200705,2007-05-18,10-Q,https://www.sec.gov/Archives/edgar/data/12239/0001104659-07-041441.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,24
150,12239,SPHERIX INC,200705,2007-05-23,10-K/A,https://www.sec.gov/Archives/edgar/data/12239/0001104659-07-042333.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,140
151,12239,SPHERIX INC,200708,2007-08-14,10-Q,https://www.sec.gov/Archives/edgar/data/12239/0001104659-07-062470.txt,0,0,0.0,1.0,0.0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,0,0,0.0,1.0,0,0.4,0,0,0,0,,,,,38
